score_id,round_id,hole_number,par,strokes,fairway_hit,green_in_regulation,putts
7232,402,14,4,4,0,1,2
7233,402,15,3,3,,1,3
7234,402,16,4,3,0,1,1
7235,402,17,4,3,0,1,1
7236,402,18,4,3,0,1,1
7237,403,1,4,4,0,1,2
7238,403,2,4,5,1,0,1
7239,403,3,3,3,,1,2
7240,403,4,5,5,1,0,1
7241,403,5,4,4,1,1,2
7242,403,6,5,6,1,0,2
7243,403,7,5,5,1,0,1
7244,403,8,4,4,0,1,3
7245,403,9,3,4,,0,2
7246,403,10,4,6,1,0,2
7247,403,11,4,3,1,1,1
7248,403,12,5,6,1,0,2
7249,403,13,4,3,0,1,1
7250,403,14,4,4,1,1,2
7251,403,15,3,3,,1,2
7252,403,16,4,4,0,1,2
7253,403,17,4,4,1,1,2
7254,403,18,4,4,1,1,2
7255,404,1,4,3,1,1,1
7256,404,2,4,3,1,1,1
7257,404,3,3,3,,1,1
7258,404,4,5,5,1,0,2
7259,404,5,4,4,0,1,3
7260,404,6,5,6,1,0,2
7261,404,7,5,5,0,0,1
7262,404,8,4,3,1,1,1
7263,404,9,3,3,,1,2
7264,404,10,4,4,0,1,2
7265,404,11,4,4,1,1,2
7266,404,12,5,4,1,1,1
7267,404,13,4,5,1,0,3
7268,404,14,4,3,0,1,1
7269,404,15,3,3,,1,2
7270,404,16,4,4,1,1,1
7271,404,17,4,6,1,0,3
7272,404,18,4,3,0,1,1
7273,405,1,4,4,0,1,2
7274,405,2,4,3,1,1,1
7275,405,3,3,3,,1,3
7276,405,4,5,6,0,0,1
7277,405,5,4,4,1,1,2
7278,405,6,5,4,1,1,1
7279,405,7,5,5,1,0,2
7280,405,8,4,3,0,1,1
7281,405,9,3,3,,1,2
7282,405,10,4,5,0,0,2
7283,405,11,4,4,0,1,1
7284,405,12,5,5,1,0,2
7285,405,13,4,4,1,1,2
7286,405,14,4,4,1,1,1
7287,405,15,3,3,,1,2
7288,405,16,4,5,1,0,2
7289,405,17,4,3,1,1,1
7290,405,18,4,4,1,1,2
7291,406,1,4,4,0,1,2
7292,406,2,4,3,1,1,1
7293,406,3,3,3,,1,1
7294,406,4,5,5,0,0,1
7295,406,5,4,5,1,0,3
7296,406,6,5,5,1,0,2
7297,406,7,5,5,1,0,2
7298,406,8,4,5,0,0,3
7299,406,9,3,3,,1,1
7300,406,10,4,3,1,1,1
7301,406,11,4,4,1,1,2
7302,406,12,5,4,1,1,1
7303,406,13,4,5,1,0,2
7304,406,14,4,5,0,0,2
7305,406,15,3,3,,1,1
7306,406,16,4,4,1,1,2
7307,406,17,4,4,0,1,1
7308,406,18,4,4,1,1,2
7309,407,1,4,6,1,0,2
7310,407,2,4,5,1,0,1
7311,407,3,3,3,,1,1
7312,407,4,5,5,1,0,2
7313,407,5,4,4,0,1,2
7314,407,6,5,5,1,0,2
7315,407,7,5,4,0,1,1
7316,407,8,4,4,1,1,1
7317,407,9,3,3,,1,2
7318,407,10,4,3,0,1,1
7319,407,11,4,4,1,1,2
7320,407,12,5,5,1,0,2
7321,407,13,4,5,0,0,1
7322,407,14,4,5,1,0,2
7323,407,15,3,2,,1,1
7324,407,16,4,4,0,1,1
7325,407,17,4,5,0,0,3
7326,407,18,4,3,0,1,1
7327,408,1,4,3,0,1,1
7328,408,2,4,5,0,0,2
7329,408,3,3,2,,1,1
7330,408,4,5,5,1,0,3
7331,408,5,4,3,1,1,1
7332,408,6,5,5,0,0,2
7333,408,7,5,5,0,0,3
7334,408,8,4,4,1,1,2
7335,408,9,3,4,,0,2
7336,408,10,4,4,1,1,3
7337,408,11,4,4,0,1,2
7338,408,12,5,5,1,0,2
7339,408,13,4,4,1,1,1
7340,408,14,4,4,1,1,2
7341,408,15,3,2,,1,1
7342,408,16,4,4,1,1,1
7343,408,17,4,4,1,1,2
7344,408,18,4,3,1,1,1
7345,409,1,4,5,0,0,2
7346,409,2,4,4,0,1,2
7347,409,3,3,2,,1,1
7348,409,4,5,5,1,0,3
7349,409,5,4,4,1,1,2
7350,409,6,5,6,1,0,2
7351,409,7,5,6,1,0,2
7352,409,8,4,3,1,1,1
7353,409,9,3,3,,1,2
7354,409,10,4,4,1,1,2
7355,409,11,4,4,1,1,2
7356,409,12,5,5,1,0,2
7357,409,13,4,4,0,1,2
7358,409,14,4,6,0,0,2
7359,409,15,3,4,,0,1
7360,409,16,4,4,0,1,2
7361,409,17,4,4,1,1,3
7362,409,18,4,5,1,0,1
7363,410,1,4,4,1,1,2
7364,410,2,4,5,1,0,2
7365,410,3,3,4,,0,2
7366,410,4,5,5,1,0,1
7367,410,5,4,6,1,0,1
7368,410,6,5,5,1,0,2
7369,410,7,5,5,1,0,3
7370,410,8,4,4,1,1,2
7371,410,9,3,3,,1,3
7372,410,10,4,4,1,1,3
7373,410,11,4,5,1,0,2
7374,410,12,5,5,1,0,2
7375,410,13,4,4,1,1,3
7376,410,14,4,4,1,1,1
7377,410,15,3,4,,0,1
7378,410,16,4,4,0,1,3
7379,410,17,4,4,1,1,2
7380,410,18,4,5,1,0,2
7381,411,1,4,5,0,0,1
7382,411,2,4,5,0,0,1
7383,411,3,3,3,,1,2
7384,411,4,5,4,0,1,1
7385,411,5,4,4,1,1,2
7386,411,6,5,5,1,0,2
7387,411,7,5,6,1,0,3
7388,411,8,4,4,1,1,2
7389,411,9,3,3,,1,2
7390,411,10,4,4,1,1,2
7391,411,11,4,3,0,1,1
7392,411,12,5,5,1,0,2
7393,411,13,4,4,1,1,2
7394,411,14,4,5,1,0,2
7395,411,15,3,3,,1,2
7396,411,16,4,4,0,1,1
7397,411,17,4,5,0,0,1
7398,411,18,4,3,1,1,1
7399,412,1,4,5,1,0,3
7400,412,2,4,4,1,1,2
7401,412,3,3,2,,1,1
7402,412,4,5,4,1,1,1
7403,412,5,4,4,0,1,2
7404,412,6,5,4,1,1,1
7405,412,7,5,5,1,0,3
7406,412,8,4,4,0,1,2
7407,412,9,3,4,,0,2
7408,412,10,4,3,0,1,1
7409,412,11,4,4,1,1,2
7410,412,12,5,4,1,1,1
7411,412,13,4,4,1,1,2
7412,412,14,4,4,1,1,2
7413,412,15,3,2,,1,1
7414,412,16,4,4,1,1,2
7415,412,17,4,5,1,0,2
7416,412,18,4,5,0,0,1
7417,413,1,4,3,1,1,1
7418,413,2,4,4,1,1,3
7419,413,3,3,3,,1,1
7420,413,4,5,5,1,0,3
7421,413,5,4,5,1,0,3
7422,413,6,5,4,1,1,1
7423,413,7,5,6,1,0,3
7424,413,8,4,4,1,1,2
7425,413,9,3,2,,1,1
7426,413,10,4,3,1,1,1
7427,413,11,4,5,0,0,2
7428,413,12,5,6,1,0,3
7429,413,13,4,4,0,1,1
7430,413,14,4,5,1,0,3
7431,413,15,3,3,,1,1
7432,413,16,4,5,0,0,2
7433,413,17,4,3,1,1,1
7434,413,18,4,3,0,1,1
7435,414,1,4,3,1,1,1
7436,414,2,4,4,0,1,2
7437,414,3,3,3,,1,2
7438,414,4,5,5,1,0,2
7439,414,5,4,3,0,1,1
7440,414,6,5,5,0,0,2
7441,414,7,5,5,1,0,2
7442,414,8,4,4,1,1,2
7443,414,9,3,3,,1,2
7444,414,10,4,3,0,1,1
7445,414,11,4,6,0,0,2
7446,414,12,5,6,0,0,2
7447,414,13,4,4,0,1,2
7448,414,14,4,5,0,0,2
7449,414,15,3,3,,1,2
7450,414,16,4,5,1,0,2
7451,414,17,4,4,1,1,3
7452,414,18,4,5,0,0,2
7453,415,1,4,4,1,1,2
7454,415,2,4,4,0,1,2
7455,415,3,3,3,,1,1
7456,415,4,5,5,0,0,3
7457,415,5,4,5,0,0,1
7458,415,6,5,6,0,0,1
7459,415,7,5,5,1,0,3
7460,415,8,4,4,1,1,2
7461,415,9,3,3,,1,2
7462,415,10,4,4,1,1,2
7463,415,11,4,4,1,1,2
7464,415,12,5,6,1,0,2
7465,415,13,4,4,0,1,2
7466,415,14,4,4,1,1,2
7467,415,15,3,2,,1,1
7468,415,16,4,4,0,1,3
7469,415,17,4,5,0,0,1
7470,415,18,4,4,0,1,2
7471,416,1,4,5,0,0,2
7472,416,2,4,5,1,0,2
7473,416,3,3,4,,0,2
7474,416,4,5,5,0,0,3
7475,416,5,4,3,0,1,1
7476,416,6,5,6,1,0,3
7477,416,7,5,5,1,0,2
7478,416,8,4,4,1,1,2
7479,416,9,3,3,,1,1
7480,416,10,4,4,0,1,1
7481,416,11,4,4,0,1,2
7482,416,12,5,4,1,1,1
7483,416,13,4,4,1,1,2
7484,416,14,4,4,1,1,2
7485,416,15,3,3,,1,2
7486,416,16,4,5,0,0,2
7487,416,17,4,3,0,1,1
7488,416,18,4,4,1,1,1
7489,417,1,4,4,1,1,2
7490,417,2,4,4,0,1,2
7491,417,3,3,3,,1,2
7492,417,4,5,6,0,0,2
7493,417,5,4,3,1,1,1
7494,417,6,5,5,1,0,2
7495,417,7,5,5,1,0,2
7496,417,8,4,4,1,1,1
7497,417,9,3,2,,1,1
7498,417,10,4,3,0,1,1
7499,417,11,4,4,1,1,3
7500,417,12,5,5,1,0,2
7501,417,13,4,5,1,0,2
7502,417,14,4,4,0,1,3
7503,417,15,3,3,,1,3
7504,417,16,4,5,1,0,2
7505,417,17,4,3,1,1,1
7506,417,18,4,4,1,1,2
7507,418,1,4,5,0,0,2
7508,418,2,4,4,0,1,3
7509,418,3,3,3,,1,2
7510,418,4,5,5,0,0,1
7511,418,5,4,4,1,1,3
7512,418,6,5,6,0,0,2
7513,418,7,5,4,0,1,1
7514,418,8,4,4,1,1,2
7515,418,9,3,3,,1,1
7516,418,10,4,4,0,1,2
7517,418,11,4,4,1,1,1
7518,418,12,5,5,0,0,2
7519,418,13,4,3,0,1,1
7520,418,14,4,4,0,1,1
7521,418,15,3,3,,1,1
7522,418,16,4,5,1,0,3
7523,418,17,4,4,1,1,2
7524,418,18,4,5,1,0,3
7525,419,1,4,5,0,0,3
7526,419,2,4,4,1,1,2
7527,419,3,3,2,,1,1
7528,419,4,5,5,0,0,2
7529,419,5,4,6,1,0,3
7530,419,6,5,5,1,0,2
7531,419,7,5,5,1,0,2
7532,419,8,4,4,1,1,2
7533,419,9,3,3,,1,2
7534,419,10,4,3,0,1,1
7535,419,11,4,4,1,1,1
7536,419,12,5,5,1,0,2
7537,419,13,4,3,1,1,1
7538,419,14,4,5,0,0,2
7539,419,15,3,4,,0,2
7540,419,16,4,5,1,0,3
7541,419,17,4,4,0,1,1
7542,419,18,4,5,1,0,2
7543,420,1,4,5,1,0,3
7544,420,2,4,4,1,1,2
7545,420,3,3,4,,0,2
7546,420,4,5,6,1,0,2
7547,420,5,4,4,0,1,2
7548,420,6,5,5,1,0,2
7549,420,7,5,6,1,0,2
7550,420,8,4,5,0,0,2
7551,420,9,3,3,,1,1
7552,420,10,4,4,0,1,2
7553,420,11,4,4,1,1,3
7554,420,12,5,5,0,0,2
7555,420,13,4,4,1,1,1
7556,420,14,4,3,1,1,1
7557,420,15,3,4,,0,2
7558,420,16,4,5,0,0,3
7559,420,17,4,5,0,0,2
7560,420,18,4,5,0,0,1
7561,421,1,4,5,0,0,2
7562,421,2,4,4,0,1,3
7563,421,3,3,3,,1,1
7564,421,4,5,4,0,1,1
7565,421,5,4,4,1,1,3
7566,421,6,5,5,1,0,3
7567,421,7,5,4,0,1,1
7568,421,8,4,3,1,1,1
7569,421,9,3,3,,1,2
7570,421,10,4,3,1,1,1
7571,421,11,4,4,1,1,2
7572,421,12,5,5,1,0,1
7573,421,13,4,4,0,1,3
7574,421,14,4,5,1,0,1
7575,421,15,3,2,,1,1
7576,421,16,4,4,0,1,2
7577,421,17,4,3,0,1,1
7578,421,18,4,4,1,1,2
7579,422,1,4,5,1,0,2
7580,422,2,4,4,1,1,3
7581,422,3,3,3,,1,2
7582,422,4,5,5,1,0,2
7583,422,5,4,6,1,0,1
7584,422,6,5,5,1,0,1
7585,422,7,5,5,1,0,3
7586,422,8,4,4,1,1,2
7587,422,9,3,2,,1,1
7588,422,10,4,4,1,1,2
7589,422,11,4,4,1,1,2
7590,422,12,5,5,0,0,3
7591,422,13,4,4,1,1,2
7592,422,14,4,5,1,0,3
7593,422,15,3,3,,1,1
7594,422,16,4,3,1,1,1
7595,422,17,4,5,1,0,2
7596,422,18,4,3,1,1,1
7597,423,1,4,6,0,0,3
7598,423,2,4,5,0,0,1
7599,423,3,3,4,,0,2
7600,423,4,5,6,1,0,3
7601,423,5,4,5,1,0,3
7602,423,6,5,5,1,0,2
7603,423,7,5,5,1,0,2
7604,423,8,4,4,1,1,2
7605,423,9,3,4,,0,1
7606,423,10,4,4,0,1,1
7607,423,11,4,3,1,1,1
7608,423,12,5,6,1,0,1
7609,423,13,4,4,1,1,2
7610,423,14,4,5,0,0,2
7611,423,15,3,2,,1,1
7612,423,16,4,5,1,0,2
7613,423,17,4,3,1,1,1
7614,423,18,4,3,1,1,1
7615,424,1,4,3,1,1,1
7616,424,2,4,4,1,1,3
7617,424,3,3,3,,1,2
7618,424,4,5,5,1,0,2
7619,424,5,4,5,0,0,2
7620,424,6,5,4,1,1,1
7621,424,7,5,4,1,1,1
7622,424,8,4,5,1,0,2
7623,424,9,3,2,,1,1
7624,424,10,4,4,1,1,2
7625,424,11,4,4,0,1,2
7626,424,12,5,6,1,0,2
7627,424,13,4,4,1,1,2
7628,424,14,4,4,0,1,2
7629,424,15,3,3,,1,2
7630,424,16,4,4,1,1,2
7631,424,17,4,3,1,1,1
7632,424,18,4,3,0,1,1
7633,425,1,4,4,0,1,2
7634,425,2,4,3,1,1,1
7635,425,3,3,3,,1,2
7636,425,4,5,5,1,0,2
7637,425,5,4,4,1,1,1
7638,425,6,5,5,1,0,2
7639,425,7,5,4,1,1,1
7640,425,8,4,4,1,1,2
7641,425,9,3,3,,1,2
7642,425,10,4,4,1,1,2
7643,425,11,4,4,0,1,2
7644,425,12,5,5,1,0,2
7645,425,13,4,5,1,0,3
7646,425,14,4,6,1,0,2
7647,425,15,3,2,,1,1
7648,425,16,4,4,0,1,2
7649,425,17,4,4,1,1,3
7650,425,18,4,3,1,1,1
7651,426,1,4,3,0,1,1
7652,426,2,4,4,1,1,2
7653,426,3,3,3,,1,3
7654,426,4,5,5,1,0,2
7655,426,5,4,4,1,1,1
7656,426,6,5,5,1,0,3
7657,426,7,5,5,0,0,2
7658,426,8,4,4,0,1,2
7659,426,9,3,5,,0,2
7660,426,10,4,5,1,0,2
7661,426,11,4,4,1,1,2
7662,426,12,5,4,0,1,1
7663,426,13,4,5,0,0,3
7664,426,14,4,3,1,1,1
7665,426,15,3,3,,1,2
7666,426,16,4,3,1,1,1
7667,426,17,4,3,1,1,1
7668,426,18,4,5,1,0,2
7669,427,1,4,4,1,1,2
7670,427,2,4,3,1,1,1
7671,427,3,3,4,,0,2
7672,427,4,5,5,0,0,3
7673,427,5,4,5,1,0,2
7674,427,6,5,6,1,0,3
7675,427,7,5,5,1,0,2
7676,427,8,4,4,0,1,2
7677,427,9,3,4,,0,3
7678,427,10,4,3,0,1,1
7679,427,11,4,3,1,1,1
7680,427,12,5,4,1,1,1
7681,427,13,4,4,0,1,1
7682,427,14,4,3,1,1,1
7683,427,15,3,2,,1,1
7684,427,16,4,3,0,1,1
7685,427,17,4,5,0,0,3
7686,427,18,4,3,1,1,1
7687,428,1,4,4,1,1,3
7688,428,2,4,4,0,1,2
7689,428,3,3,2,,1,1
7690,428,4,5,5,1,0,2
7691,428,5,4,4,0,1,3
7692,428,6,5,4,0,1,1
7693,428,7,5,5,0,0,2
7694,428,8,4,4,0,1,2
7695,428,9,3,3,,1,2
7696,428,10,4,5,0,0,3
7697,428,11,4,3,1,1,1
7698,428,12,5,5,0,0,3
7699,428,13,4,4,1,1,3
7700,428,14,4,4,1,1,2
7701,428,15,3,4,,0,1
7702,428,16,4,5,1,0,2
7703,428,17,4,3,0,1,1
7704,428,18,4,5,1,0,3
7705,429,1,4,3,1,1,1
7706,429,2,4,5,0,0,3
7707,429,3,3,3,,1,2
7708,429,4,5,5,1,0,2
7709,429,5,4,3,1,1,1
7710,429,6,5,5,0,0,2
7711,429,7,5,6,1,0,3
7712,429,8,4,3,0,1,1
7713,429,9,3,3,,1,2
7714,429,10,4,3,1,1,1
7715,429,11,4,4,0,1,1
7716,429,12,5,5,1,0,3
7717,429,13,4,3,1,1,1
7718,429,14,4,4,1,1,2
7719,429,15,3,3,,1,2
7720,429,16,4,5,1,0,2
7721,429,17,4,3,0,1,1
7722,429,18,4,3,0,1,1
7723,430,1,4,4,0,1,2
7724,430,2,4,5,0,0,1
7725,430,3,3,3,,1,2
7726,430,4,5,6,1,0,2
7727,430,5,4,3,1,1,1
7728,430,6,5,4,1,1,1
7729,430,7,5,5,0,0,2
7730,430,8,4,5,1,0,3
7731,430,9,3,3,,1,2
7732,430,10,4,5,1,0,2
7733,430,11,4,4,1,1,2
7734,430,12,5,5,0,0,2
7735,430,13,4,4,1,1,1
7736,430,14,4,4,1,1,2
7737,430,15,3,3,,1,1
7738,430,16,4,3,0,1,1
7739,430,17,4,4,1,1,2
7740,430,18,4,5,1,0,2
7741,431,1,4,4,1,1,3
7742,431,2,4,4,1,1,2
7743,431,3,3,3,,1,2
7744,431,4,5,5,1,0,2
7745,431,5,4,5,1,0,3
7746,431,6,5,4,1,1,1
7747,431,7,5,5,1,0,2
7748,431,8,4,3,0,1,1
7749,431,9,3,2,,1,1
7750,431,10,4,3,1,1,1
7751,431,11,4,3,1,1,1
7752,431,12,5,4,1,1,1
7753,431,13,4,5,1,0,2
7754,431,14,4,4,0,1,2
7755,431,15,3,3,,1,3
7756,431,16,4,3,1,1,1
7757,431,17,4,4,0,1,3
7758,431,18,4,4,0,1,2
7759,432,1,4,4,1,1,3
7760,432,2,4,3,1,1,1
7761,432,3,3,2,,1,1
7762,432,4,5,6,1,0,2
7763,432,5,4,4,1,1,3
7764,432,6,5,5,1,0,2
7765,432,7,5,6,0,0,1
7766,432,8,4,5,0,0,1
7767,432,9,3,3,,1,2
7768,432,10,4,4,1,1,3
7769,432,11,4,3,0,1,1
7770,432,12,5,7,1,0,3
7771,432,13,4,3,1,1,1
7772,432,14,4,4,0,1,3
7773,432,15,3,2,,1,1
7774,432,16,4,4,1,1,2
7775,432,17,4,4,0,1,2
7776,432,18,4,4,0,1,1
7777,433,1,4,4,0,1,2
7778,433,2,4,4,0,1,2
7779,433,3,3,2,,1,1
7780,433,4,5,5,0,0,2
7781,433,5,4,4,1,1,3
7782,433,6,5,5,1,0,2
7783,433,7,5,6,1,0,2
7784,433,8,4,5,1,0,2
7785,433,9,3,4,,0,1
7786,433,10,4,5,1,0,1
7787,433,11,4,5,0,0,2
7788,433,12,5,6,1,0,3
7789,433,13,4,5,1,0,3
7790,433,14,4,4,1,1,1
7791,433,15,3,4,,0,2
7792,433,16,4,3,1,1,1
7793,433,17,4,3,1,1,1
7794,433,18,4,4,1,1,1
7795,434,1,4,5,0,0,2
7796,434,2,4,4,1,1,1
7797,434,3,3,3,,1,2
7798,434,4,5,4,1,1,1
7799,434,5,4,4,0,1,2
7800,434,6,5,6,1,0,2
7801,434,7,5,5,1,0,2
7802,434,8,4,4,1,1,2
7803,434,9,3,2,,1,1
7804,434,10,4,4,0,1,2
7805,434,11,4,4,0,1,2
7806,434,12,5,5,1,0,2
7807,434,13,4,3,0,1,1
7808,434,14,4,3,1,1,1
7809,434,15,3,3,,1,2
7810,434,16,4,4,0,1,2
7811,434,17,4,3,1,1,1
7812,434,18,4,4,1,1,2
7813,435,1,4,5,0,0,2
7814,435,2,4,4,1,1,2
7815,435,3,3,4,,0,1
7816,435,4,5,6,0,0,2
7817,435,5,4,4,1,1,2
7818,435,6,5,5,1,0,2
7819,435,7,5,4,0,1,1
7820,435,8,4,5,0,0,1
7821,435,9,3,2,,1,1
7822,435,10,4,4,0,1,2
7823,435,11,4,3,1,1,1
7824,435,12,5,6,0,0,2
7825,435,13,4,4,1,1,1
7826,435,14,4,4,0,1,1
7827,435,15,3,4,,0,2
7828,435,16,4,3,1,1,1
7829,435,17,4,6,1,0,2
7830,435,18,4,5,1,0,3
7831,436,1,4,4,1,1,2
7832,436,2,4,4,1,1,2
7833,436,3,3,3,,1,2
7834,436,4,5,4,1,1,1
7835,436,5,4,3,1,1,1
7836,436,6,5,5,1,0,1
7837,436,7,5,5,1,0,2
7838,436,8,4,3,0,1,1
7839,436,9,3,3,,1,3
7840,436,10,4,4,0,1,2
7841,436,11,4,6,0,0,2
7842,436,12,5,4,1,1,1
7843,436,13,4,4,1,1,2
7844,436,14,4,4,0,1,1
7845,436,15,3,3,,1,2
7846,436,16,4,5,1,0,2
7847,436,17,4,4,0,1,2
7848,436,18,4,3,0,1,1
7849,437,1,4,5,1,0,1
7850,437,2,4,4,1,1,3
7851,437,3,3,3,,1,3
7852,437,4,5,4,1,1,1
7853,437,5,4,4,0,1,2
7854,437,6,5,6,1,0,2
7855,437,7,5,4,0,1,1
7856,437,8,4,4,0,1,2
7857,437,9,3,3,,1,2
7858,437,10,4,6,0,0,2
7859,437,11,4,4,0,1,1
7860,437,12,5,4,1,1,1
7861,437,13,4,5,1,0,2
7862,437,14,4,4,0,1,1
7863,437,15,3,4,,0,2
7864,437,16,4,5,0,0,3
7865,437,17,4,4,1,1,2
7866,437,18,4,4,1,1,2
7867,438,1,4,4,1,1,3
7868,438,2,4,3,0,1,1
7869,438,3,3,3,,1,2
7870,438,4,5,6,1,0,2
7871,438,5,4,4,0,1,2
7872,438,6,5,5,1,0,1
7873,438,7,5,4,1,1,1
7874,438,8,4,3,1,1,1
7875,438,9,3,3,,1,2
7876,438,10,4,3,0,1,1
7877,438,11,4,4,0,1,3
7878,438,12,5,4,1,1,1
7879,438,13,4,4,1,1,2
7880,438,14,4,5,1,0,2
7881,438,15,3,3,,1,2
7882,438,16,4,3,0,1,1
7883,438,17,4,4,0,1,1
7884,438,18,4,5,1,0,2
7885,439,1,4,3,1,1,1
7886,439,2,4,4,0,1,2
7887,439,3,3,3,,1,2
7888,439,4,5,6,0,0,2
7889,439,5,4,4,1,1,1
7890,439,6,5,4,0,1,1
7891,439,7,5,6,0,0,1
7892,439,8,4,5,1,0,2
7893,439,9,3,2,,1,1
7894,439,10,4,4,1,1,2
7895,439,11,4,5,1,0,2
7896,439,12,5,5,1,0,1
7897,439,13,4,4,0,1,3
7898,439,14,4,4,1,1,3
7899,439,15,3,4,,0,2
7900,439,16,4,4,1,1,3
7901,439,17,4,4,0,1,2
7902,439,18,4,5,1,0,2
7903,440,1,4,4,0,1,1
7904,440,2,4,4,1,1,2
7905,440,3,3,3,,1,2
7906,440,4,5,4,0,1,1
7907,440,5,4,4,1,1,2
7908,440,6,5,5,0,0,1
7909,440,7,5,6,1,0,3
7910,440,8,4,4,1,1,2
7911,440,9,3,3,,1,1
7912,440,10,4,3,0,1,1
7913,440,11,4,5,1,0,1
7914,440,12,5,4,0,1,1
7915,440,13,4,4,0,1,2
7916,440,14,4,4,1,1,2
7917,440,15,3,3,,1,2
7918,440,16,4,5,1,0,2
7919,440,17,4,5,1,0,1
7920,440,18,4,3,0,1,1
7921,441,1,4,3,1,1,1
7922,441,2,4,4,0,1,2
7923,441,3,3,4,,0,1
7924,441,4,5,6,1,0,2
7925,441,5,4,6,0,0,2
7926,441,6,5,4,1,1,1
7927,441,7,5,5,1,0,2
7928,441,8,4,3,0,1,1
7929,441,9,3,3,,1,1
7930,441,10,4,5,1,0,2
7931,441,11,4,4,0,1,1
7932,441,12,5,5,0,0,2
7933,441,13,4,5,0,0,2
7934,441,14,4,5,1,0,2
7935,441,15,3,2,,1,1
7936,441,16,4,5,0,0,1
7937,441,17,4,4,0,1,2
7938,441,18,4,4,1,1,3
7939,442,1,4,4,1,1,2
7940,442,2,4,4,1,1,2
7941,442,3,3,3,,1,2
7942,442,4,5,5,0,0,2
7943,442,5,4,5,1,0,2
7944,442,6,5,5,1,0,2
7945,442,7,5,5,0,0,3
7946,442,8,4,4,1,1,3
7947,442,9,3,2,,1,1
7948,442,10,4,5,1,0,1
7949,442,11,4,4,1,1,2
7950,442,12,5,6,0,0,2
7951,442,13,4,3,0,1,1
7952,442,14,4,4,0,1,1
7953,442,15,3,4,,0,2
7954,442,16,4,4,1,1,2
7955,442,17,4,4,0,1,2
7956,442,18,4,5,0,0,2
7957,443,1,4,5,1,0,1
7958,443,2,4,3,0,1,1
7959,443,3,3,4,,0,2
7960,443,4,5,6,0,0,2
7961,443,5,4,4,1,1,2
7962,443,6,5,5,1,0,3
7963,443,7,5,5,1,0,2
7964,443,8,4,3,1,1,1
7965,443,9,3,2,,1,1
7966,443,10,4,3,1,1,1
7967,443,11,4,5,0,0,3
7968,443,12,5,5,1,0,2
7969,443,13,4,3,0,1,1
7970,443,14,4,5,1,0,3
7971,443,15,3,3,,1,1
7972,443,16,4,4,1,1,2
7973,443,17,4,4,0,1,2
7974,443,18,4,3,0,1,1
7975,444,1,4,4,1,1,1
7976,444,2,4,4,0,1,2
7977,444,3,3,3,,1,2
7978,444,4,5,5,1,0,1
7979,444,5,4,4,1,1,2
7980,444,6,5,6,0,0,1
7981,444,7,5,5,1,0,1
7982,444,8,4,3,0,1,1
7983,444,9,3,2,,1,1
7984,444,10,4,4,0,1,2
7985,444,11,4,3,1,1,1
7986,444,12,5,5,0,0,2
7987,444,13,4,4,0,1,2
7988,444,14,4,4,1,1,3
7989,444,15,3,2,,1,1
7990,444,16,4,5,1,0,2
7991,444,17,4,4,0,1,3
7992,444,18,4,4,1,1,3
7993,445,1,4,5,0,0,2
7994,445,2,4,4,1,1,2
7995,445,3,3,2,,1,1
7996,445,4,5,5,1,0,2
7997,445,5,4,4,1,1,2
7998,445,6,5,5,0,0,2
7999,445,7,5,6,0,0,3
8000,445,8,4,3,1,1,1
8001,445,9,3,3,,1,1
8002,445,10,4,4,1,1,2
8003,445,11,4,4,0,1,3
8004,445,12,5,6,0,0,2
8005,445,13,4,5,0,0,2
8006,445,14,4,4,1,1,2
8007,445,15,3,2,,1,1
8008,445,16,4,3,1,1,1
8009,445,17,4,4,1,1,2
8010,445,18,4,3,1,1,1
8011,446,1,4,3,0,1,1
8012,446,2,4,4,1,1,2
8013,446,3,3,4,,0,1
8014,446,4,5,5,1,0,2
8015,446,5,4,4,1,1,3
8016,446,6,5,6,1,0,2
8017,446,7,5,5,1,0,2
8018,446,8,4,4,0,1,3
8019,446,9,3,3,,1,2
8020,446,10,4,3,1,1,1
8021,446,11,4,5,0,0,1
8022,446,12,5,5,1,0,2
8023,446,13,4,4,1,1,2
8024,446,14,4,5,0,0,1
8025,446,15,3,2,,1,1
8026,446,16,4,4,1,1,2
8027,446,17,4,4,1,1,2
8028,446,18,4,5,1,0,2
8029,447,1,4,4,1,1,1
8030,447,2,4,4,1,1,1
8031,447,3,3,4,,0,3
8032,447,4,5,4,1,1,1
8033,447,5,4,4,1,1,2
8034,447,6,5,4,0,1,1
8035,447,7,5,6,0,0,1
8036,447,8,4,4,0,1,2
8037,447,9,3,3,,1,2
8038,447,10,4,3,1,1,1
8039,447,11,4,3,0,1,1
8040,447,12,5,5,0,0,1
8041,447,13,4,4,0,1,2
8042,447,14,4,3,1,1,1
8043,447,15,3,2,,1,1
8044,447,16,4,3,1,1,1
8045,447,17,4,4,1,1,2
8046,447,18,4,4,1,1,2
8047,448,1,4,4,0,1,1
8048,448,2,4,3,1,1,1
8049,448,3,3,3,,1,1
8050,448,4,5,4,1,1,1
8051,448,5,4,4,0,1,2
8052,448,6,5,5,0,0,2
8053,448,7,5,5,1,0,3
8054,448,8,4,3,0,1,1
8055,448,9,3,2,,1,1
8056,448,10,4,5,0,0,2
8057,448,11,4,4,0,1,2
8058,448,12,5,5,1,0,2
8059,448,13,4,5,1,0,2
8060,448,14,4,4,1,1,3
